tonearm_spec_id,manufacturer,model_name,field_name,value_num,value_text,unit,raw_value_text,status,confidence,notes,source_name,source_url
343,Technics,EPA-101L/101T/102L/102T/121L/121T,effective_length_mm,242.0,,mm,242,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1507,Technics,EPA-101L/101T/102L/102T/121L/121T,null_alignment_type,,Stevenson,,60.000 / 118.000 mm,derived,0.85,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.665 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
347,Technics,EPA-101L/101T/102L/102T/121L/121T,null_point_inner_mm,60.0,,mm,60/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
348,Technics,EPA-101L/101T/102L/102T/121L/121T,null_point_outer_mm,118.0,,mm,60/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
346,Technics,EPA-101L/101T/102L/102T/121L/121T,null_points,,60/118,,60/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
345,Technics,EPA-101L/101T/102L/102T/121L/121T,offset_angle_deg,21.5,,deg,21.5,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
344,Technics,EPA-101L/101T/102L/102T/121L/121T,overhang_mm,15.0,,mm,15,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2484,Technics,EPA-101L/101T/102L/102T/121L/121T,product_family,,Technics tone arm and plus arm lineup includes EPA-102L EPA-121L Plusarm 101T Plusarm 102T and Plusarm 121T,,"EPA-100, EPA-101S, EPA-102L, EPA-121L, EPA-121S, Plusarm 101T, Plusarm 102T, Plusarm 121T",parsed,0.75,Original Technics component lineup scan documents the later EPA/Plusarm family variants covered by this grouped legacy row.,Technics Component Line Up,https://www.hifiengine.com/manual_library/technics/component-line-up.shtml
2485,Technics,EPA-101L/101T/102L/102T/121L/121T,product_lineage,,Tone arm lineup includes EPA-101L EPA-102L EPA-121L and Plusarm 101T 102T 121T,,Tone arm EPA-99 EPA-100 EPA-100mk2 EPA-101S EPA-101L EPA-102L EPA-121S EPA-121L / Plus arm PLUSARM 101T PLUSARM 102T PLUSARM 121T,parsed,0.7,Secondary index fills in the EPA-101L member omitted from the official snippet surfaced during this pass.,Technics/Panasonic tonearm index,https://audio-database.com/TechnicsPanasonic/etc/index3.html
337,Technics,EPA-101S & EPA-121S,effective_length_mm,220.0,,mm,220,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1506,Technics,EPA-101S & EPA-121S,null_alignment_type,,Other,,54.000 / 111.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 9.012 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
341,Technics,EPA-101S & EPA-121S,null_point_inner_mm,54.0,,mm,54/111,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
342,Technics,EPA-101S & EPA-121S,null_point_outer_mm,111.0,,mm,54/111,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
340,Technics,EPA-101S & EPA-121S,null_points,,54/111,,54/111,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
339,Technics,EPA-101S & EPA-121S,offset_angle_deg,22.0,,deg,22,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
338,Technics,EPA-101S & EPA-121S,overhang_mm,14.0,,mm,14,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2483,Technics,EPA-101S & EPA-121S,product_family,,Technics tone arm lineup includes EPA-101S and EPA-121S,,"EPA-100, EPA-101S, EPA-102L, EPA-121L, EPA-121S, Plusarm 101T, Plusarm 102T, Plusarm 121T",parsed,0.8,Original Technics component lineup scan lists the EPA-101S and EPA-121S models.,Technics Component Line Up,https://www.hifiengine.com/manual_library/technics/component-line-up.shtml
349,Technics,EPA-99 & EPA-110,effective_length_mm,235.0,,mm,235,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1508,Technics,EPA-99 & EPA-110,null_alignment_type,,Other,,58.000 / 111.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 6.828 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
353,Technics,EPA-99 & EPA-110,null_point_inner_mm,58.0,,mm,58/111,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
354,Technics,EPA-99 & EPA-110,null_point_outer_mm,111.0,,mm,58/111,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
352,Technics,EPA-99 & EPA-110,null_points,,58/111,,58/111,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
351,Technics,EPA-99 & EPA-110,offset_angle_deg,21.0,,deg,21,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
350,Technics,EPA-99 & EPA-110,overhang_mm,14.0,,mm,14,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2482,Technics,EPA-99 & EPA-110,product_configuration,,High quality universal tonearm designed especially for direct drive player system,,High quality universal tonearm is designed especially for direct drive player system,parsed,0.85,Original Technics manual description of the EPA-110 tonearm section.,Technics SL-1100A operating instructions,https://tile.loc.gov/storage-services/master/mbrs/recording_preservation/manuals/Technics%20by%20Panasonic%20LS-1100A%20Direct%20Drive%20Player%20System.pdf
2481,Technics,EPA-99 & EPA-110,product_family,,EPA-110 directly reading stylus pressure adjustment static-balance universal headshell tonearm,,"Type EPA-110 Directly reading stylus pressure adjustment, static-balance type, universal head shell, anti-skating force device",parsed,0.9,Original Technics manual technical data for the EPA-110 member of the grouped row.,Technics SL-1100A operating instructions,https://tile.loc.gov/storage-services/master/mbrs/recording_preservation/manuals/Technics%20by%20Panasonic%20LS-1100A%20Direct%20Drive%20Player%20System.pdf
1067,Thales,Simplicity II,arm_mount,,EMT / Ortofon standard,,Base-ring EMT / Ortofon standard,parsed,0.9,,Flyer Simplicity II,https://exaudio.pt/wp-content/uploads/2022/02/Flyer-Simplicity-II.pdf
1065,Thales,Simplicity II,cartridge_range_high_g,23.0,,g,7 to 23 g,parsed,0.95,,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html
1064,Thales,Simplicity II,cartridge_range_low_g,7.0,,g,7 to 23 g,parsed,0.95,,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html
1066,Thales,Simplicity II,effective_length_mm,,9 inches nominal,mm,effective length: 9 inches,raw_only,0.85,Flyer gives inch designation only.,Flyer Simplicity II,https://exaudio.pt/wp-content/uploads/2022/02/Flyer-Simplicity-II.pdf
1063,Thales,Simplicity II,effective_mass_g,18.0,,g,18 g,parsed,0.95,,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html
1061,Thales,Simplicity II,mounting_distance_mm,230.0,,mm,230 mm,parsed,0.95,,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html
1626,Thales,Simplicity II,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html
1062,Thales,Simplicity II,offset_angle_deg,,variable,deg,variable,raw_only,0.95,Thales tetragon geometry uses variable offset rather than a single fixed angle.,Thales Simplicity II official page,https://www.thales.swiss/thales-simplicity.html
1072,Thales,Statement,cartridge_range_high_g,20.0,,g,7 to 20 g,parsed,0.95,,Thales Statement official page,https://www.thales.swiss/thales-statement1.html
1071,Thales,Statement,cartridge_range_low_g,7.0,,g,7 to 20 g,parsed,0.95,,Thales Statement official page,https://www.thales.swiss/thales-statement1.html
1070,Thales,Statement,effective_mass_g,25.0,,g,25 g,parsed,0.95,,Thales Statement official page,https://www.thales.swiss/thales-statement1.html
1068,Thales,Statement,mounting_distance_mm,230.0,,mm,230 mm,parsed,0.95,,Thales Statement official page,https://www.thales.swiss/thales-statement1.html
1627,Thales,Statement,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,Thales Statement official page,https://www.thales.swiss/thales-statement1.html
1069,Thales,Statement,offset_angle_deg,,variable,deg,variable,raw_only,0.95,Thales tetragon geometry uses variable offset rather than a single fixed angle.,Thales Statement official page,https://www.thales.swiss/thales-statement1.html
721,Thorens,BTD-12S,effective_length_mm,207.5,,mm,207.5,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2477,Thorens,BTD-12S,headshell_type,,removable tonearm head,,Aufstecken des Tonabnehmerkopfes ... Der Stecker des Tonkopfes wird in das Gegenstück im Tonarm eingeführt...,parsed,0.8,Original manual describes detachable tonearm head connection.,Thorens TD 135 operating manual,https://www.manualslib.de/manual/1236085/Thorens-Td-135.html?page=8#manual
1570,Thorens,BTD-12S,null_alignment_type,,Stevenson,,59.000 / 118.000 mm,derived,0.85,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 1.446 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
725,Thorens,BTD-12S,null_point_inner_mm,59.0,,mm,59/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
726,Thorens,BTD-12S,null_point_outer_mm,118.0,,mm,59/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
724,Thorens,BTD-12S,null_points,,59/118,,59/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
723,Thorens,BTD-12S,offset_angle_deg,25.25,,deg,25.25,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
722,Thorens,BTD-12S,overhang_mm,17.5,,mm,17.5,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2475,Thorens,BTD-12S,product_configuration,,BTD-12S arm supplied with matching mounting hardware,,BTO-12 $ ... das dem Arm BTD = 12 $ beige...,parsed,0.7,OCR is noisy but directly references the BTD-12S arm in the original Thorens manual.,Thorens TD 135 operating manual,https://www.manualslib.de/manual/1236085/Thorens-Td-135.html?page=6#manual
2476,Thorens,BTD-12S,product_family,,Studio tonearm,,6. TONARM Sofern der Studio-Tonarm mit der für ein Präzisionsinstrument erforderlichen Sorgfalt behandelt wird...,parsed,0.8,Original Thorens manual refers to the arm as a studio tonearm.,Thorens TD 135 operating manual,https://www.manualslib.de/manual/1236085/Thorens-Td-135.html?page=10#manual
2468,Thorens,TP16II with TP-62,cartridge_mount,,12.5 mm standard cartridge mounting distance,,The TP62 head offers sufficient room to suit any standard pick-up cartridge (12.5 mm hole distance).,parsed,0.8,Official English manual text for TP62 cartridge mounting.,Thorens TD 160 Mk II instruction manual,https://www.manualslib.com/manual/4048393/Thorens-Td-160-Mkii.html?page=12#manual
727,Thorens,TP16II with TP-62,effective_length_mm,230.0,,mm,230,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2467,Thorens,TP16II with TP-62,mount_connection,,TP62 head attached to tonearm and secured by knurled collar,,Attach the TP62 head to the tonearm ... knurled collar,parsed,0.8,Official English manual text ties the TP62 head to the tonearm assembly.,Thorens TD 160 Mk II instruction manual,https://www.manualslib.com/manual/4048393/Thorens-Td-160-Mkii.html?page=10#manual
1571,Thorens,TP16II with TP-62,null_alignment_type,,Other,,54.000 / 118.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 6.352 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
731,Thorens,TP16II with TP-62,null_point_inner_mm,54.0,,mm,54/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
732,Thorens,TP16II with TP-62,null_point_outer_mm,118.0,,mm,54/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
730,Thorens,TP16II with TP-62,null_points,,54/118,,54/118,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
729,Thorens,TP16II with TP-62,offset_angle_deg,22.0,,deg,22,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
728,Thorens,TP16II with TP-62,overhang_mm,14.4,,mm,14.4,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2466,Thorens,TP16II with TP-62,product_configuration,,TP62 end tube supplied in fitting gauge with mounting accessories,,"Endrohr TP62, verpackt in seiner Montagelehre und ein Beutel mit Befestigungsteilen...",parsed,0.8,Official manual names the TP62 component supplied with the TD160 MkII.,Thorens TD 160 Mk II instruction manual,https://www.manualslib.com/manual/4048393/Thorens-Td-160-Mkii.html?page=7#manual
2474,Thorens,TP16III with TP-63,cartridge_mount,,1/2 inch standard,,"Tonabnehmer-Systeme 1/2\ Standard""",parsed,0.9,,Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual
733,Thorens,TP16III with TP-63,effective_length_mm,232.0,,mm,232,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2470,Thorens,TP16III with TP-63,effective_length_mm,232.0,,mm,232 mm,parsed,0.9,,Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual
2471,Thorens,TP16III with TP-63,effective_mass_g,7.5,,g,"7,5 g",parsed,0.9,,Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual
1572,Thorens,TP16III with TP-63,null_alignment_type,,Other,,61.040 / 120.259 mm,derived,0.65,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 2.928 mm.",Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual
737,Thorens,TP16III with TP-63,null_point_inner_mm,61.0,,mm,61/120,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
738,Thorens,TP16III with TP-63,null_point_outer_mm,120.0,,mm,61/120,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
736,Thorens,TP16III with TP-63,null_points,,61/120,,61/120,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
735,Thorens,TP16III with TP-63,offset_angle_deg,23.0,,deg,23,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2473,Thorens,TP16III with TP-63,offset_angle_deg,23.0,,deg,Kröpfungswinkel 23o,parsed,0.9,,Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual
734,Thorens,TP16III with TP-63,overhang_mm,16.4,,mm,16.4,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2472,Thorens,TP16III with TP-63,overhang_mm,16.4,,mm,"16,4 mm, einstellbar",parsed,0.9,,Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual
2469,Thorens,TP16III with TP-63,product_configuration,,Endrohr TP 63,,Tonarm TP 16 MKIII / Endrohr TP 63,parsed,0.9,Official manual technical data section.,Thorens TD 147 owner's manual,https://www.manualslib.de/manual/51450/Thorens-Td-147.html?page=12#manual
1376,Tri-Planar,Mk VII,arm_mount,,3-screw installation / no large VTA hole,,"Easy 3-screw installation, with no large VTA hole",parsed,0.9,,Tri-Planar Mk VII official page,https://www.triplanar.com/mk-vii/
847,Tri-Planar,Mk VII,effective_length_mm,250.0,,mm,250 mm,parsed,0.95,,Tri-Planar official Mk VII page,https://www.triplanar.com/mk-vii/
851,Tri-Planar,Mk VII,effective_mass_g,11.0,,g,11 g,parsed,0.95,,Tri-Planar official Mk VII page,https://www.triplanar.com/mk-vii/
848,Tri-Planar,Mk VII,mounting_distance_mm,233.5,,mm,233.5 mm pivot-to-spindle,parsed,0.95,,Tri-Planar official Mk VII page,https://www.triplanar.com/mk-vii/
1589,Tri-Planar,Mk VII,null_alignment_type,,Baewald,,65.494 / 121.810 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 1.041 mm.",Tri-Planar official Mk VII page,https://www.triplanar.com/mk-vii/
850,Tri-Planar,Mk VII,offset_angle_deg,22.0,,deg,22 degrees,parsed,0.95,,Tri-Planar official Mk VII page,https://www.triplanar.com/mk-vii/
849,Tri-Planar,Mk VII,overhang_mm,16.5,,mm,16.5 mm,parsed,0.95,,Tri-Planar official Mk VII page,https://www.triplanar.com/mk-vii/
739,Tri-Planar,Tri-Planar MKIV Ultimate,effective_length_mm,250.0,,mm,250,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1573,Tri-Planar,Tri-Planar MKIV Ultimate,null_alignment_type,,Baewald,,65.000 / 122.000 mm,derived,0.85,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 1.487 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
743,Tri-Planar,Tri-Planar MKIV Ultimate,null_point_inner_mm,65.0,,mm,65/122,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
744,Tri-Planar,Tri-Planar MKIV Ultimate,null_point_outer_mm,122.0,,mm,65/122,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
742,Tri-Planar,Tri-Planar MKIV Ultimate,null_points,,65/122,,65/122,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
741,Tri-Planar,Tri-Planar MKIV Ultimate,offset_angle_deg,22.0,,deg,22,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
740,Tri-Planar,Tri-Planar MKIV Ultimate,overhang_mm,16.5,,mm,16.5,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2661,Tri-Planar,Tri-Planar MKIV Ultimate,product_lineage,,"The official Tri-Planar site documents the long-running precision tonearm family developed over more than 55 years, providing official lineage support for the earlier Tri-Planar MKIV Ultimate model.",,Tri-Planar official family page,parsed,0.65,Official family-lineage support for historic exact model.,Tri-Planar Precision Tonearm,https://www.triplanar.com/
1383,Tri-Planar,U12,arm_mount,,3-screw installation / no large VTA hole,,"Easy 3-screw installation, with no large VTA hole",parsed,0.9,,Tri-Planar U12 official page,https://www.triplanar.com/u-12/
1378,Tri-Planar,U12,effective_length_mm,308.8,,mm,308.80 mm,parsed,0.95,,Tri-Planar U12 official page,https://www.triplanar.com/u-12/
1382,Tri-Planar,U12,effective_mass_g,15.0,,g,15 g,parsed,0.95,,Tri-Planar U12 official page,https://www.triplanar.com/u-12/
1379,Tri-Planar,U12,mounting_distance_mm,295.6,,mm,295.6 mm pivot-to-spindle,parsed,0.95,,Tri-Planar U12 official page,https://www.triplanar.com/u-12/
1672,Tri-Planar,U12,null_alignment_type,,Baewald,,66.165 / 120.579 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 0.361 mm.",Tri-Planar U12 official page,https://www.triplanar.com/u-12/
1381,Tri-Planar,U12,offset_angle_deg,17.6,,deg,17.6 degrees,parsed,0.95,,Tri-Planar U12 official page,https://www.triplanar.com/u-12/
1380,Tri-Planar,U12,overhang_mm,13.2,,mm,13.2 mm,parsed,0.95,,Tri-Planar U12 official page,https://www.triplanar.com/u-12/
1377,Tri-Planar,U2 SE,arm_mount,,3-screw installation / no large VTA hole,,"Easy 3-screw installation, with no large VTA hole",parsed,0.9,,Tri-Planar U2 SE official page,https://www.triplanar.com/u2-se/
852,Tri-Planar,U2 SE,effective_length_mm,250.0,,mm,250 mm,parsed,0.95,,Tri-Planar official U2 SE page,https://www.triplanar.com/u2-se/
856,Tri-Planar,U2 SE,effective_mass_g,11.0,,g,11 g,parsed,0.95,,Tri-Planar official U2 SE page,https://www.triplanar.com/u2-se/
853,Tri-Planar,U2 SE,mounting_distance_mm,233.5,,mm,233.5 mm pivot-to-spindle,parsed,0.95,,Tri-Planar official U2 SE page,https://www.triplanar.com/u2-se/
1590,Tri-Planar,U2 SE,null_alignment_type,,Baewald,,65.494 / 121.810 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 1.041 mm.",Tri-Planar official U2 SE page,https://www.triplanar.com/u2-se/
855,Tri-Planar,U2 SE,offset_angle_deg,22.0,,deg,22 degrees,parsed,0.95,,Tri-Planar official U2 SE page,https://www.triplanar.com/u2-se/
854,Tri-Planar,U2 SE,overhang_mm,16.5,,mm,16.5 mm,parsed,0.95,,Tri-Planar official U2 SE page,https://www.triplanar.com/u2-se/
2702,VPI,12-inch FatBoy gimbaled,bearing_system,,Full gimbal bearing,,Bearing Type: Full Gimbal Bearing,parsed,0.9,Official page construction note.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2698,VPI,12-inch FatBoy gimbaled,effective_length_mm,313.0,,mm,Effective length: 313.0 mm,parsed,0.95,Official page geometry spec.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2701,VPI,12-inch FatBoy gimbaled,effective_mass_g,12.5,,g,Effective mass: 12.5 g,parsed,0.95,Official page geometry spec.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2703,VPI,12-inch FatBoy gimbaled,internal_wiring,,Nordost Reference Wire,,Internal Wire: Nordost Reference Wire,parsed,0.9,Official page wiring note.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2697,VPI,12-inch FatBoy gimbaled,mounting_distance_mm,300.0,,mm,Pivot to spindle: 300 mm,parsed,0.95,Official page geometry spec.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2705,VPI,12-inch FatBoy gimbaled,null_alignment_type,,Baewald,,65.827 / 121.060 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 0.235 mm.",Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2700,VPI,12-inch FatBoy gimbaled,offset_angle_deg,17.37,,deg,Offset angle: 17.37 degrees,parsed,0.95,Official page geometry spec.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2699,VPI,12-inch FatBoy gimbaled,overhang_mm,13.0,,mm,Overhang: 13 mm,parsed,0.95,Official page geometry spec.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
2696,VPI,12-inch FatBoy gimbaled,product_lineage,,Official VPI page lists the Fatboy Gimbal 12-3D Tonearm as the 12-inch gimbaled FatBoy model.,,VPI Fatboy Gimbal 12-3D Tonearm,parsed,0.92,Use target queue naming while preserving official product-page label.,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal
1028,VPI,Fatboy JMW 9 3D,effective_length_mm,240.7,,mm,240.7 mm,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1032,VPI,Fatboy JMW 9 3D,effective_mass_g,10.2,,g,10.2 g,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1029,VPI,Fatboy JMW 9 3D,mounting_distance_mm,223.0,,mm,223 mm pivot to spindle,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1621,VPI,Fatboy JMW 9 3D,null_alignment_type,,Loefgren,,70.471 / 116.466 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 0.232 mm.",VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1031,VPI,Fatboy JMW 9 3D,offset_angle_deg,22.85,,deg,22.85 degrees,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1030,VPI,Fatboy JMW 9 3D,overhang_mm,17.7,,mm,17.7 mm,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
938,VPI,JMW-10,effective_length_mm,273.42,,mm,273.42 mm,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
942,VPI,JMW-10,effective_mass_g,11.0,,g,11 g,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
939,VPI,JMW-10,mounting_distance_mm,258.0,,mm,258 mm pivot to spindle,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1605,VPI,JMW-10,null_alignment_type,,Loefgren,,70.321 / 116.530 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 0.083 mm.",VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
941,VPI,JMW-10,offset_angle_deg,19.98,,deg,19.98 degrees,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
940,VPI,JMW-10,overhang_mm,15.42,,mm,15.42 mm,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1023,VPI,JMW-10 3D,effective_length_mm,273.4,,mm,273.4 mm,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1027,VPI,JMW-10 3D,effective_mass_g,9.0,,g,9 g,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1024,VPI,JMW-10 3D,mounting_distance_mm,258.0,,mm,258 mm pivot to spindle,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1620,VPI,JMW-10 3D,null_alignment_type,,Loefgren,,70.106 / 116.731 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 0.219 mm.",VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1026,VPI,JMW-10 3D,offset_angle_deg,19.98,,deg,19.98 degrees,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1025,VPI,JMW-10 3D,overhang_mm,15.4,,mm,15.4 mm,parsed,0.95,,VPI official unipivot tonearms page,https://www.vpiindustries.com/unipivot
1311,VPI,JMW-10.5,effective_length_mm,265.0,,mm,Derived from 250 mm spindle to pivot and 15 mm overhang,derived,0.65,Secondary source; use cautiously until official geometry sheet surfaces.,VPI tonearm geometry analysis,https://www.vinylengine.com/vpi-tonearm-geometry.shtml
1441,VPI,JMW-10.5,effective_length_mm,273.42,,mm,Effective length: 273.42mm,parsed,0.9,Official current VPI product page uses JMW 10 naming for the 10-inch unipivot arm family.,VPI JMW unipivot tonearm page,https://www.vpiindustries.com/unipivot
1444,VPI,JMW-10.5,effective_mass_g,11.0,,g,Effective mass: 11g,parsed,0.9,,VPI JMW unipivot tonearm page,https://www.vpiindustries.com/unipivot
